StartTime,Direction,TalkingDuration,Answered,CallType,CallID,Status,To
2026-05-23T09:05:20.268734+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-05-23T09:05:20.370631+07:00,Inbound,PT15.192721S,True,Digital Receptionist,1,Answered,8441
2026-05-23T09:54:44.595797+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-05-23T09:54:44.698872+07:00,Inbound,PT8.94439S,True,Digital Receptionist,1,Answered,8441
2026-05-23T10:10:10.259547+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-05-23T10:10:10.319253+07:00,Inbound,PT15.200817S,True,Digital Receptionist,1,Answered,8441
2026-05-23T12:03:55.073973+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-05-23T12:03:55.175509+07:00,Inbound,PT21.122671S,True,Digital Receptionist,1,Answered,8441
2026-05-23T13:32:26.673712+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-05-23T13:32:26.680545+07:00,Inbound,PT15.166153S,True,Digital Receptionist,1,Answered,8441
2026-05-23T14:48:47.719034+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
2026-05-23T14:48:47.822665+07:00,Inbound,PT8.435046S,True,Digital Receptionist,1,Answered,8441
2026-05-23T15:48:23.276481+07:00,Inbound,PT0S,False,Digital Receptionist,1,Unanswered,8439
